,SEQN,Money_spent_at_supermarket_grocery_store,Money_spent_on_food_at_other_stores,Money_spent_eating_out,Money_spent_carryout_delivered_foods
208,83940.0,642.0,80.0,60.0,0.0
209,83941.0,,,,
210,83942.0,342.0,200.0,300.0,50.0
211,83943.0,1200.0,0.0,200.0,0.0
212,83944.0,175.0,50.0,0.0,40.0
213,83945.0,1285.0,80.0,300.0,100.0
214,83946.0,250.0,0.0,400.0,0.0
215,83947.0,100.0,400.0,350.0,40.0
216,83948.0,642.0,171.0,257.0,0.0
217,83949.0,428.0,0.0,0.0,0.0
218,83950.0,0.0,50.0,180.0,0.0
219,83951.0,135.0,0.0,0.0,0.0
220,83952.0,1071.0,342.0,428.0,171.0
221,83953.0,200.0,150.0,200.0,50.0
222,83954.0,214.0,85.0,50.0,25.0
223,83955.0,300.0,200.0,100.0,50.0
224,83956.0,642.0,0.0,85.0,85.0
225,83957.0,500.0,100.0,100.0,0.0
226,83958.0,150.0,85.0,100.0,214.0
227,83959.0,450.0,0.0,,0.0
228,83960.0,428.0,214.0,428.0,0.0
229,83961.0,800.0,0.0,200.0,0.0
230,83962.0,600.0,0.0,100.0,0.0
231,83963.0,321.0,200.0,0.0,0.0
232,83964.0,500.0,0.0,100.0,0.0
233,83965.0,200.0,20.0,50.0,0.0
234,83966.0,,,,
235,83967.0,500.0,0.0,428.0,214.0
236,83968.0,600.0,0.0,,0.0
237,83969.0,200.0,150.0,50.0,0.0
238,83970.0,400.0,100.0,50.0,0.0
239,83971.0,400.0,100.0,50.0,0.0
240,83972.0,250.0,70.0,100.0,40.0
241,83973.0,400.0,300.0,125.0,0.0
242,83974.0,350.0,100.0,75.0,40.0
243,83975.0,300.0,80.0,100.0,100.0
244,83976.0,214.0,0.0,60.0,0.0
245,83977.0,200.0,0.0,214.0,0.0
246,83978.0,200.0,0.0,50.0,0.0
247,83979.0,350.0,500.0,,80.0
248,83980.0,700.0,200.0,150.0,0.0
249,83981.0,450.0,30.0,30.0,20.0
250,83982.0,428.0,42.0,85.0,85.0
251,83983.0,150.0,0.0,75.0,0.0
252,83984.0,250.0,100.0,300.0,0.0
253,83985.0,1607.0,0.0,1928.0,0.0
254,83986.0,350.0,150.0,100.0,0.0
255,83987.0,1714.0,0.0,0.0,0.0
256,83988.0,500.0,0.0,200.0,150.0
257,83989.0,111.0,,0.0,0.0
258,83990.0,500.0,60.0,0.0,0.0
259,83991.0,428.0,0.0,100.0,0.0
260,83992.0,214.0,0.0,50.0,0.0
261,83993.0,350.0,100.0,171.0,0.0
262,83994.0,200.0,400.0,400.0,0.0
263,83995.0,428.0,214.0,642.0,50.0
264,83996.0,250.0,10.0,0.0,0.0
265,83997.0,500.0,300.0,100.0,50.0
266,83998.0,250.0,85.0,214.0,0.0
267,83999.0,500.0,0.0,0.0,0.0
268,84000.0,200.0,171.0,428.0,128.0
269,84001.0,300.0,50.0,40.0,0.0
270,84002.0,300.0,0.0,50.0,0.0
271,84003.0,700.0,200.0,100.0,60.0
272,84004.0,450.0,80.0,150.0,0.0
273,84005.0,300.0,15.0,120.0,70.0
274,84006.0,150.0,30.0,200.0,100.0
275,84007.0,500.0,30.0,70.0,20.0
276,84008.0,857.0,642.0,214.0,0.0
277,84009.0,500.0,0.0,200.0,75.0
278,84010.0,400.0,85.0,20.0,20.0
279,84011.0,400.0,0.0,100.0,0.0
280,84012.0,1285.0,0.0,60.0,0.0
281,84013.0,1000.0,0.0,75.0,0.0
282,84014.0,642.0,214.0,0.0,0.0
283,84015.0,,,,
284,84016.0,500.0,100.0,300.0,100.0
285,84017.0,,,,
286,84018.0,300.0,0.0,400.0,50.0
287,84019.0,400.0,100.0,0.0,50.0
288,84020.0,500.0,100.0,200.0,50.0
289,84021.0,800.0,150.0,200.0,0.0
290,84022.0,450.0,60.0,400.0,80.0
291,84023.0,250.0,45.0,100.0,30.0
292,84024.0,300.0,300.0,50.0,100.0
293,84025.0,400.0,250.0,280.0,0.0
294,84026.0,600.0,20.0,30.0,20.0
295,84027.0,600.0,100.0,150.0,85.0
296,84028.0,800.0,0.0,642.0,171.0
297,84029.0,,,,
298,84030.0,857.0,771.0,0.0,0.0
299,84031.0,,,,
300,84032.0,,0.0,,0.0
301,84033.0,600.0,60.0,250.0,80.0
302,84034.0,500.0,200.0,100.0,50.0
303,84035.0,260.0,240.0,80.0,0.0
304,84036.0,350.0,5.0,100.0,0.0
305,84037.0,500.0,250.0,400.0,0.0
306,84038.0,250.0,50.0,150.0,0.0
307,84039.0,300.0,171.0,257.0,171.0
308,84040.0,857.0,0.0,100.0,0.0
309,84041.0,650.0,2.0,300.0,60.0
310,84042.0,250.0,125.0,78.0,0.0
311,84043.0,800.0,0.0,0.0,0.0
312,84044.0,642.0,0.0,0.0,60.0
313,84045.0,800.0,100.0,0.0,60.0
314,84046.0,300.0,200.0,300.0,0.0
315,84047.0,600.0,200.0,1000.0,0.0
316,84048.0,1000.0,0.0,350.0,60.0
317,84049.0,,,,
318,84050.0,60.0,10.0,20.0,0.0
319,84051.0,500.0,0.0,200.0,0.0
320,84052.0,800.0,300.0,428.0,10.0
321,84053.0,1285.0,642.0,342.0,0.0
322,84054.0,300.0,214.0,857.0,0.0
323,84055.0,250.0,60.0,120.0,60.0
324,84056.0,300.0,0.0,130.0,0.0
325,84057.0,500.0,200.0,100.0,50.0
326,84058.0,1071.0,0.0,300.0,85.0
327,84059.0,700.0,150.0,100.0,100.0
328,84060.0,400.0,50.0,50.0,0.0
329,84061.0,600.0,30.0,300.0,30.0
330,84062.0,600.0,200.0,0.0,0.0
331,84063.0,700.0,0.0,100.0,0.0
332,84064.0,700.0,100.0,214.0,20.0
333,84065.0,200.0,0.0,50.0,20.0
334,84066.0,1200.0,0.0,800.0,200.0
335,84067.0,300.0,100.0,200.0,0.0
336,84068.0,200.0,0.0,150.0,80.0
337,84069.0,500.0,0.0,0.0,0.0
338,84070.0,560.0,171.0,10.0,50.0
339,84071.0,1928.0,214.0,100.0,0.0
340,84072.0,100.0,600.0,300.0,50.0
341,84073.0,600.0,0.0,200.0,60.0
342,84074.0,557.0,107.0,214.0,0.0
343,84075.0,110.0,100.0,40.0,20.0
344,84076.0,700.0,0.0,150.0,150.0
345,84077.0,400.0,0.0,240.0,0.0
346,84078.0,300.0,200.0,60.0,30.0
347,84079.0,300.0,0.0,30.0,0.0
348,84080.0,250.0,0.0,428.0,60.0
349,84081.0,960.0,50.0,157.0,0.0
350,84082.0,300.0,0.0,300.0,0.0
351,84083.0,650.0,250.0,100.0,100.0
352,84084.0,500.0,0.0,60.0,0.0
353,84085.0,500.0,200.0,0.0,0.0
354,84086.0,450.0,150.0,100.0,0.0
355,84087.0,500.0,200.0,200.0,50.0
356,84088.0,1000.0,200.0,200.0,100.0
357,84089.0,128.0,171.0,0.0,0.0
358,84090.0,250.0,50.0,100.0,0.0
359,84091.0,250.0,0.0,214.0,32.0
360,84092.0,400.0,0.0,200.0,0.0
361,84093.0,500.0,171.0,100.0,50.0
362,84094.0,500.0,100.0,185.0,0.0
363,84095.0,100.0,100.0,150.0,0.0
364,84096.0,800.0,0.0,50.0,30.0
365,84097.0,700.0,150.0,350.0,35.0
366,84098.0,800.0,700.0,400.0,150.0
367,84099.0,80.0,350.0,100.0,0.0
368,84100.0,80.0,700.0,100.0,0.0
369,84101.0,300.0,300.0,150.0,0.0
370,84102.0,400.0,214.0,0.0,278.0
371,84103.0,0.0,200.0,200.0,50.0
372,84104.0,550.0,200.0,300.0,171.0
373,84105.0,400.0,300.0,200.0,50.0
374,84106.0,500.0,500.0,200.0,0.0
375,84107.0,,200.0,,
376,84108.0,300.0,0.0,20.0,21.0
377,84109.0,500.0,0.0,150.0,0.0
378,84110.0,1714.0,300.0,200.0,0.0
379,84111.0,,,,
380,84112.0,400.0,0.0,20.0,50.0
381,84113.0,1285.0,642.0,300.0,0.0
382,84114.0,100.0,5.0,30.0,0.0
383,84115.0,200.0,200.0,100.0,0.0
384,84116.0,300.0,250.0,128.0,50.0
385,84117.0,400.0,0.0,100.0,20.0
386,84118.0,342.0,,0.0,0.0
387,84119.0,,,,
388,84120.0,600.0,12.0,10.0,0.0
389,84121.0,600.0,0.0,200.0,60.0
390,84122.0,,400.0,321.0,0.0
391,84123.0,300.0,150.0,557.0,40.0
392,84124.0,600.0,600.0,200.0,60.0
393,84125.0,400.0,100.0,200.0,50.0
394,84126.0,700.0,100.0,75.0,0.0
395,84127.0,600.0,0.0,200.0,60.0
396,84128.0,200.0,50.0,100.0,0.0
397,84129.0,200.0,0.0,0.0,0.0
398,84130.0,83.0,20.0,1000.0,30.0
399,84131.0,700.0,0.0,80.0,30.0
400,84132.0,600.0,150.0,0.0,0.0
401,84133.0,250.0,20.0,200.0,0.0
402,84134.0,600.0,500.0,125.0,75.0
403,84135.0,300.0,20.0,20.0,20.0
404,84136.0,400.0,50.0,100.0,0.0
405,84137.0,300.0,100.0,50.0,0.0
406,84138.0,1071.0,200.0,557.0,0.0
407,84139.0,250.0,25.0,25.0,0.0
408,84140.0,150.0,0.0,30.0,15.0
409,84141.0,200.0,150.0,240.0,80.0
410,84142.0,600.0,100.0,200.0,0.0
411,84143.0,120.0,0.0,30.0,0.0
412,84144.0,127.0,250.0,60.0,0.0
413,84145.0,800.0,300.0,200.0,30.0
414,84146.0,214.0,30.0,50.0,30.0
415,84147.0,,150.0,0.0,50.0
416,84148.0,800.0,0.0,,75.0
417,84149.0,400.0,20.0,70.0,30.0
418,84150.0,60.0,500.0,0.0,0.0
419,84151.0,200.0,0.0,8400.0,0.0
420,84152.0,428.0,214.0,0.0,0.0
421,84153.0,857.0,0.0,428.0,0.0
422,84154.0,300.0,200.0,60.0,30.0
423,84155.0,200.0,0.0,342.0,0.0
424,84156.0,700.0,0.0,20.0,0.0
425,84157.0,,,50.0,0.0
426,84158.0,600.0,0.0,100.0,100.0
427,84159.0,150.0,75.0,40.0,0.0
428,84160.0,750.0,0.0,85.0,40.0
429,84161.0,200.0,200.0,25.0,25.0
430,84162.0,428.0,214.0,257.0,171.0
431,84163.0,1200.0,50.0,120.0,0.0
432,84164.0,600.0,0.0,500.0,30.0
433,84165.0,800.0,200.0,150.0,0.0
434,84166.0,600.0,42.0,171.0,0.0
435,84167.0,800.0,65.0,50.0,0.0
436,84168.0,500.0,100.0,0.0,0.0
437,84169.0,300.0,0.0,30.0,0.0
438,84170.0,1500.0,300.0,500.0,100.0
439,84171.0,400.0,200.0,150.0,0.0
440,84172.0,30.0,120.0,107.0,10.0
441,84173.0,400.0,150.0,257.0,0.0
442,84174.0,342.0,171.0,257.0,0.0
443,84175.0,250.0,150.0,321.0,100.0
444,84176.0,600.0,50.0,642.0,0.0
445,84177.0,200.0,0.0,0.0,30.0
446,84178.0,214.0,0.0,450.0,0.0
447,84179.0,700.0,300.0,200.0,100.0
448,84180.0,857.0,150.0,107.0,107.0
449,84181.0,400.0,10.0,100.0,0.0
450,84182.0,300.0,,200.0,50.0
451,84183.0,650.0,400.0,100.0,0.0
452,84184.0,100.0,40.0,40.0,0.0
453,84185.0,342.0,107.0,171.0,85.0
454,84186.0,400.0,100.0,100.0,0.0
455,84187.0,800.0,0.0,,75.0
456,84188.0,200.0,0.0,50.0,0.0
457,84189.0,400.0,100.0,100.0,50.0
458,84190.0,600.0,400.0,200.0,0.0
459,84191.0,642.0,192.0,50.0,0.0
460,84192.0,300.0,20.0,80.0,0.0
461,84193.0,360.0,75.0,278.0,0.0
462,84194.0,350.0,200.0,150.0,50.0
463,84195.0,150.0,85.0,9.0,0.0
464,84196.0,428.0,642.0,,
465,84197.0,200.0,0.0,8400.0,0.0
466,84198.0,500.0,100.0,0.0,0.0
467,84199.0,493.0,200.0,50.0,50.0
468,84200.0,200.0,80.0,200.0,0.0
469,84201.0,45.0,20.0,0.0,0.0
470,84202.0,800.0,300.0,428.0,10.0
471,84203.0,321.0,200.0,0.0,0.0
472,84204.0,,,,
473,84205.0,300.0,128.0,171.0,0.0
474,84206.0,857.0,500.0,50.0,0.0
475,84207.0,,,,
476,84208.0,80.0,60.0,0.0,0.0
477,84209.0,642.0,0.0,100.0,30.0
478,84210.0,6428.0,300.0,0.0,0.0
479,84211.0,550.0,0.0,200.0,0.0
480,84212.0,120.0,0.0,0.0,0.0
481,84213.0,700.0,20.0,60.0,0.0
482,84214.0,400.0,0.0,171.0,20.0
483,84215.0,257.0,70.0,0.0,0.0
484,84216.0,40.0,400.0,0.0,0.0
485,84217.0,400.0,300.0,321.0,75.0
486,84218.0,800.0,50.0,80.0,0.0
487,84219.0,250.0,0.0,150.0,40.0
488,84220.0,250.0,600.0,150.0,0.0
489,84221.0,0.0,350.0,100.0,0.0
490,84222.0,535.0,100.0,107.0,0.0
491,84223.0,400.0,200.0,150.0,0.0
492,84224.0,,400.0,321.0,0.0
493,84225.0,0.0,500.0,200.0,0.0
494,84226.0,400.0,0.0,192.0,50.0
495,84227.0,600.0,0.0,,0.0
496,84228.0,200.0,0.0,0.0,0.0
497,84229.0,300.0,214.0,200.0,100.0
498,84230.0,500.0,150.0,200.0,0.0
499,84231.0,300.0,20.0,100.0,0.0
500,84232.0,500.0,0.0,0.0,0.0
501,84233.0,300.0,171.0,257.0,171.0
502,84234.0,600.0,0.0,0.0,0.0
503,84235.0,325.0,150.0,50.0,0.0
504,84236.0,100.0,0.0,0.0,
505,84237.0,200.0,100.0,200.0,0.0
506,84238.0,264.0,60.0,60.0,40.0
507,84239.0,400.0,0.0,500.0,40.0
508,84240.0,321.0,171.0,128.0,171.0
509,84241.0,,,,
510,84242.0,2000.0,0.0,400.0,0.0
511,84243.0,400.0,300.0,200.0,0.0
512,84244.0,428.0,70.0,100.0,100.0
513,84245.0,1000.0,140.0,100.0,0.0
514,84246.0,200.0,0.0,40.0,0.0
515,84247.0,600.0,0.0,200.0,0.0
516,84248.0,349.0,10.0,22.0,0.0
517,84249.0,500.0,40.0,15.0,0.0
518,84250.0,700.0,0.0,200.0,0.0
519,84251.0,150.0,150.0,50.0,50.0
520,84252.0,500.0,60.0,150.0,60.0
521,84253.0,642.0,80.0,60.0,0.0
522,84254.0,300.0,400.0,300.0,100.0
523,84255.0,300.0,60.0,128.0,102.0
524,84256.0,1000.0,200.0,8.0,150.0
525,84257.0,350.0,0.0,50.0,0.0
526,84258.0,350.0,100.0,75.0,40.0
527,84259.0,535.0,0.0,85.0,30.0
528,84260.0,700.0,0.0,0.0,0.0
529,84261.0,500.0,50.0,30.0,0.0
530,84262.0,257.0,200.0,214.0,40.0
531,84263.0,300.0,0.0,200.0,0.0
532,84264.0,600.0,80.0,100.0,20.0
533,84265.0,1200.0,0.0,200.0,0.0
534,84266.0,300.0,200.0,100.0,0.0
535,84267.0,,,,
536,84268.0,1285.0,0.0,60.0,0.0
537,84269.0,0.0,250.0,50.0,150.0
538,84270.0,500.0,100.0,200.0,0.0
539,84271.0,0.0,428.0,107.0,107.0
540,84272.0,300.0,150.0,70.0,0.0
541,84273.0,350.0,0.0,80.0,0.0
542,84274.0,642.0,150.0,200.0,0.0
543,84275.0,600.0,100.0,500.0,100.0
544,84276.0,150.0,128.0,192.0,35.0
545,84277.0,300.0,0.0,100.0,0.0
546,84278.0,400.0,100.0,150.0,0.0
547,84279.0,200.0,40.0,85.0,85.0
548,84280.0,100.0,600.0,64.0,0.0
549,84281.0,400.0,0.0,250.0,0.0
550,84282.0,1600.0,0.0,200.0,0.0
551,84283.0,400.0,60.0,150.0,18.0
552,84284.0,400.0,220.0,0.0,33.0
553,84285.0,600.0,0.0,10.0,0.0
554,84286.0,25.0,40.0,20.0,0.0
555,84287.0,200.0,250.0,200.0,50.0
556,84288.0,1000.0,50.0,100.0,40.0
557,84289.0,300.0,250.0,317.0,0.0
558,84290.0,800.0,0.0,300.0,50.0
559,84291.0,400.0,40.0,200.0,0.0
560,84292.0,857.0,0.0,,50.0
561,84293.0,600.0,0.0,80.0,0.0
562,84294.0,600.0,0.0,257.0,20.0
563,84295.0,200.0,100.0,80.0,40.0
564,84296.0,400.0,857.0,428.0,0.0
565,84297.0,140.0,0.0,,0.0
566,84298.0,120.0,170.0,50.0,0.0
567,84299.0,500.0,200.0,80.0,80.0
568,84300.0,,,,128.0
569,84301.0,500.0,60.0,50.0,100.0
570,84302.0,642.0,210.0,350.0,20.0
571,84303.0,300.0,150.0,500.0,0.0
572,84304.0,500.0,200.0,428.0,0.0
573,84305.0,415.0,250.0,50.0,50.0
574,84306.0,428.0,642.0,0.0,0.0
575,84307.0,300.0,0.0,45.0,0.0
576,84308.0,800.0,400.0,400.0,100.0
577,84309.0,,,,
578,84310.0,1071.0,0.0,214.0,0.0
579,84311.0,400.0,200.0,0.0,0.0
580,84312.0,200.0,200.0,0.0,20.0
581,84313.0,600.0,0.0,,0.0
582,84314.0,857.0,428.0,0.0,0.0
583,84315.0,200.0,100.0,300.0,0.0
584,84316.0,300.0,150.0,100.0,0.0
585,84317.0,0.0,750.0,100.0,0.0
586,84318.0,400.0,150.0,25.0,0.0
587,84319.0,428.0,0.0,75.0,15.0
588,84320.0,700.0,300.0,100.0,0.0
589,84321.0,800.0,342.0,400.0,214.0
590,84322.0,300.0,0.0,175.0,0.0
591,84323.0,450.0,200.0,350.0,150.0
592,84324.0,450.0,0.0,50.0,0.0
593,84325.0,600.0,200.0,150.0,0.0
594,84326.0,857.0,0.0,0.0,40.0
595,84327.0,,,80.0,0.0
596,84328.0,1285.0,300.0,50.0,100.0
597,84329.0,,,,
598,84330.0,214.0,20.0,80.0,70.0
599,84331.0,200.0,100.0,30.0,40.0
600,84332.0,175.0,54.0,0.0,0.0
601,84333.0,450.0,30.0,100.0,30.0
602,84334.0,100.0,300.0,171.0,15.0
603,84335.0,1400.0,200.0,100.0,0.0
604,84336.0,217.0,0.0,35.0,0.0
605,84337.0,350.0,428.0,0.0,0.0
606,84338.0,0.0,650.0,30.0,100.0
607,84339.0,300.0,128.0,171.0,0.0
608,84340.0,1000.0,150.0,200.0,100.0
609,84341.0,6428.0,300.0,0.0,0.0
610,84342.0,600.0,0.0,128.0,107.0
611,84343.0,400.0,0.0,90.0,0.0
612,84344.0,450.0,20.0,40.0,0.0
613,84345.0,200.0,300.0,0.0,30.0
614,84346.0,800.0,300.0,400.0,50.0
615,84347.0,428.0,85.0,128.0,0.0
616,84348.0,400.0,0.0,150.0,0.0
617,84349.0,300.0,35.0,60.0,0.0
